index,mapped_rxn
2609,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].Br[c:7]1[cH:8][cH:9][c:10]([C:11]2([CH3:12])[c:13]3[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][c:20]3[CH2:21][CH2:22][N:23]2[c:24]2[cH:25][cH:26][c:27]([CH2:28][CH:29]([CH3:30])[CH3:31])[cH:32][cH:33]2)[cH:34][cH:35]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][c:10]([C:11]2([CH3:12])[c:13]3[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][c:20]3[CH2:21][CH2:22][N:23]2[c:24]2[cH:25][cH:26][c:27]([CH2:28][CH:29]([CH3:30])[CH3:31])[cH:32][cH:33]2)[cH:34][cH:35]1
2610,[O:1]=[C:2]([CH:3]=[CH2:4])[O:14][CH2:15][CH2:16][CH2:17][Cl:18].Cc1ccc(S(=O)(=O)[O-])cc1.N#[N+][c:5]1[cH:6][cH:7][cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13]1>>[O:1]=[C:2](/[CH:3]=[CH:4]/[c:5]1[cH:6][cH:7][cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13]1)[O:14][CH2:15][CH2:16][CH2:17][Cl:18]
2611,[CH2:7]=[CH:8][C:9](=[O:10])[O:11][CH2:12][CH2:13][CH2:14][Cl:15].Cc1ccc(S(=O)(=O)[O-])cc1.N#[N+][c:6]1[cH:5][cH:4][c:3]([C:2]#[N:1])[cH:17][cH:16]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[C:9](=[O:10])[O:11][CH2:12][CH2:13][CH2:14][Cl:15])[cH:16][cH:17]1
2612,Br[c:13]1[cH:12][n:11](-[c:10]2[c:2]([CH3:1])[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9]2)[n:21][cH:20]1.OB(O)[c:14]1[cH:15][cH:16][cH:17][n:18][cH:19]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][c:10]1-[n:11]1[cH:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[cH:20][n:21]1
2613,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]
2614,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]
2615,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]
2616,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]
2617,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[CH3:19]
2618,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].I[C:7]1=[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[C:15]2([CH:16]=[CH:17][C:18](=[O:19])[CH:20]=[CH:21]2)[O:22][C:23]1=[O:24]>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[C:7]1=[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[C:15]2([CH:16]=[CH:17][C:18](=[O:19])[CH:20]=[CH:21]2)[O:22][C:23]1=[O:24]
2619,O[C:2]([CH3:1])([CH3:3])[CH:4]=[CH2:5].Br[c:6]1[cH:7][c:8]([CH:9]=[O:10])[cH:11][c:12]([Cl:13])[c:14]1[OH:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][c:6]2[cH:7][c:8]([CH:9]=[O:10])[cH:11][c:12]([Cl:13])[c:14]2[O:15]1
2620,O[C:20]([CH3:16])([CH3:21])[CH:23]=[CH2:24].I[c:17]1[c:14]([OH:15])[cH:13][cH:12][c:11]([C:9](/[CH:8]=[CH:7]/[c:6]2[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:28][c:25]2[O:26][CH3:27])=[O:10])[c:18]1[OH:19]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([O:15][CH3:16])[c:17]3[c:18]2[O:19][C:20]([CH3:21])([CH3:22])[CH:23]=[CH:24]3)[c:25]([O:26][CH3:27])[cH:28]1
2622,[CH3:1][c:2]1[n:3][n:4](-[c:5]2[cH:6][cH:7][c:9]([Cl:10])[cH:11][c:12]2[F:13])[c:14](=[O:15])[n:16]1[CH:17]([F:18])[F:19]>>[CH3:1][c:2]1[n:3][n:4](-[c:5]2[cH:6][c:7]([I:8])[c:9]([Cl:10])[cH:11][c:12]2[F:13])[c:14](=[O:15])[n:16]1[CH:17]([F:18])[F:19]
2623,[CH3:1][c:2]1[n:3][n:4](-[c:5]2[cH:6][cH:7][c:9]([Cl:10])[cH:11][c:12]2[F:13])[c:14](=[O:15])[n:16]1[CH:17]([F:18])[F:19]>>[CH3:1][c:2]1[n:3][n:4](-[c:5]2[cH:6][c:7]([I:8])[c:9]([Cl:10])[cH:11][c:12]2[F:13])[c:14](=[O:15])[n:16]1[CH:17]([F:18])[F:19]
2624,[CH2:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[OH:15].Br[c:6]1[cH:5][cH:4][cH:3][c:2]([NH2:1])[cH:16]1>>[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[OH:15])[cH:16]1
2625,[CH2:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][c:14]([OH:15])[cH:16]1.Br[c:7]1[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[cH:17]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](/[CH:8]=[CH:9]/[c:10]2[cH:11][cH:12][cH:13][c:14]([OH:15])[cH:16]2)[cH:17]1
2626,[CH2:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][c:13]([OH:14])[cH:15]1.Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:17][cH:16]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[c:9]2[cH:10][cH:11][cH:12][c:13]([OH:14])[cH:15]2)[cH:16][cH:17]1
2627,[CH2:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][c:13]([OH:14])[cH:15]1.Br[c:6]1[cH:5][cH:4][cH:3][c:2]([NH2:1])[cH:16]1>>[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[c:9]2[cH:10][cH:11][cH:12][c:13]([OH:14])[cH:15]2)[cH:16]1
2628,[CH2:6]=[CH:7][c:8]1[cH:9][cH:10][cH:11][c:12]([OH:13])[cH:14]1.Br[c:5]1[cH:4][cH:3][c:2]([NH2:1])[cH:16][cH:15]1>>[NH2:1][c:2]1[cH:3][cH:4][c:5](/[CH:6]=[CH:7]/[c:8]2[cH:9][cH:10][cH:11][c:12]([OH:13])[cH:14]2)[cH:15][cH:16]1
2629,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH:9]=[CH2:10].Br[c:11]1[cH:12][cH:13][cH:14][c:15]([NH2:16])[cH:17]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1/[CH:9]=[CH:10]/[c:11]1[cH:12][cH:13][cH:14][c:15]([NH2:16])[cH:17]1
2630,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH:8]=[CH2:9])[cH:17]1.Br[c:10]1[cH:11][cH:12][cH:13][c:14]([NH2:15])[cH:16]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](/[CH:8]=[CH:9]/[c:10]2[cH:11][cH:12][cH:13][c:14]([NH2:15])[cH:16]2)[cH:17]1
2631,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH:9]=[CH2:10].Br[c:11]1[cH:12][cH:13][c:14]([NH2:15])[cH:16][cH:17]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1/[CH:9]=[CH:10]/[c:11]1[cH:12][cH:13][c:14]([NH2:15])[cH:16][cH:17]1
2632,[CH2:8]=[CH:9][c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1.Br[c:7]1[cH:6][cH:5][cH:4][c:3]([CH:2]=[O:1])[cH:16]1>>[O:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH:8]=[CH:9][c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:16]1
2633,[CH2:15]=[CH:16][C:17]([NH2:18])=[O:19].Br[C:14]1=[C:11]([CH:12]=[O:13])[CH2:10][CH2:9][c:8]2[c:3]([O:2][CH3:1])[cH:4][cH:5][cH:6][c:7]21>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[c:8]1[CH2:9][CH2:10][C:11]([CH:12]=[O:13])=[C:14]2/[CH:15]=[CH:16]/[C:17]([NH2:18])=[O:19]
2634,[NH2:1][C:2](=[O:3])[CH:4]=[CH2:5].Br[C:6]1=[C:7]([CH:8]=[O:9])[CH2:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21>>[NH2:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6]1=[C:7]([CH:8]=[O:9])[CH2:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21
2635,[CH2:10]=[CH:11][C:12]([NH2:13])=[O:14].Br[C:9]1=[C:15]([CH:16]=[O:17])[CH2:18][CH2:19][c:6]2[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:8][c:7]21>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C:9](/[CH:10]=[CH:11]/[C:12]([NH2:13])=[O:14])=[C:15]([CH:16]=[O:17])[CH2:18][CH2:19]2
2636,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2637,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2638,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2639,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2640,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2641,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2642,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2643,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]
2644,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].Br[c:7]1[cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[c:15](=[O:16])[o:17]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[c:15](=[O:16])[o:17]1
2645,[CH2:22]=[CH:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH2:9]=[CH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.Br[c:8]1[cH:7][cH:6][c:5]2[cH:4][c:3]([C:2]#[N:1])[c:32]3[c:19]([c:18]2[cH:17]1)[cH:20][c:21](Br)[cH:30][cH:31]3>>[N:1]#[C:2][c:3]1[cH:4][c:5]2[cH:6][cH:7][c:8](/[CH:9]=[CH:10]/[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:17][c:18]2[c:19]2[cH:20][c:21](/[CH:22]=[CH:23]/[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[cH:30][cH:31][c:32]12
2646,[CH3:1][O:2][C:3](=[O:4])[C:5](=[CH2:6])[NH:14][C:15]([CH3:16])=[O:17].I[c:7]1[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]1>>[CH3:1][O:2][C:3](=[O:4])[C:5](=[CH:6][c:7]1[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]1)[NH:14][C:15]([CH3:16])=[O:17]
2647,I[c:6]1[cH:5][cH:4][cH:3][c:2]([CH3:1])[cH:23]1.[CH:7]1=[CH:8][C:9]2=[CH:10][C:11](=[O:12])[O:13][C@@:14]23[CH2:15][C@@H:16]1[N:17]1[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]31>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]2=[CH:8][C:9]3=[CH:10][C:11](=[O:12])[O:13][C@@:14]34[CH2:15][C@@H:16]2[N:17]2[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]42)[cH:23]1
2648,I[c:5]1[cH:4][cH:3][c:2]([CH3:1])[cH:23][cH:22]1.[CH:6]1=[CH:7][C:8]2=[CH:9][C:10](=[O:11])[O:12][C@@:13]23[CH2:14][C@@H:15]1[N:16]1[CH2:17][CH2:18][CH2:19][CH2:20][C@H:21]31>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]2=[CH:7][C:8]3=[CH:9][C:10](=[O:11])[O:12][C@@:13]34[CH2:14][C@@H:15]2[N:16]2[CH2:17][CH2:18][CH2:19][CH2:20][C@H:21]42)[cH:22][cH:23]1
2649,I[c:7]1[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[cH:24]1.[CH:8]1=[CH:9][C:10]2=[CH:11][C:12](=[O:13])[O:14][C@@:15]23[CH2:16][C@@H:17]1[N:18]1[CH2:19][CH2:20][CH2:21][CH2:22][C@H:23]31>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8]2=[CH:9][C:10]3=[CH:11][C:12](=[O:13])[O:14][C@@:15]34[CH2:16][C@@H:17]2[N:18]2[CH2:19][CH2:20][CH2:21][CH2:22][C@H:23]42)[cH:24]1
2650,I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:24][cH:23]1.[CH:7]1=[CH:8][C:9]2=[CH:10][C:11](=[O:12])[O:13][C@@:14]23[CH2:15][C@@H:16]1[N:17]1[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]31>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]2=[CH:8][C:9]3=[CH:10][C:11](=[O:12])[O:13][C@@:14]34[CH2:15][C@@H:16]2[N:17]2[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]42)[cH:23][cH:24]1
2651,I[c:7]1[cH:8][cH:9][c:10]([Cl:11])[c:12]([Cl:13])[cH:14]1.[O:1]=[C:2]1[CH:3]=[C:4]2[CH:5]=[CH:6][C@@H:15]3[CH2:16][C@@:17]2([O:18]1)[C@H:19]1[CH2:20][CH2:21][CH2:22][CH2:23][N:24]31>>[O:1]=[C:2]1[CH:3]=[C:4]2[CH:5]=[C:6]([c:7]3[cH:8][cH:9][c:10]([Cl:11])[c:12]([Cl:13])[cH:14]3)[C@@H:15]3[CH2:16][C@@:17]2([O:18]1)[C@H:19]1[CH2:20][CH2:21][CH2:22][CH2:23][N:24]31
2652,I[c:9]1[cH:8][cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:26]1.[CH:10]1=[CH:11][C:12]2=[CH:13][C:14](=[O:15])[O:16][C@@:17]23[CH2:18][C@@H:19]1[N:20]1[CH2:21][CH2:22][CH2:23][CH2:24][C@H:25]31>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10]2=[CH:11][C:12]3=[CH:13][C:14](=[O:15])[O:16][C@@:17]34[CH2:18][C@@H:19]2[N:20]2[CH2:21][CH2:22][CH2:23][CH2:24][C@H:25]42)[cH:26]1
2653,[CH2:8]=[CH:9][C@@:10]([CH3:11])(/[CH:12]=[CH:13]/[c:14]1[cH:15][cH:16][c:17]([OH:18])[cH:19][cH:20]1)[CH2:21][CH2:22][CH:23]=[C:24]([CH3:25])[CH3:26].I[c:7]1[cH:6][cH:5][c:4]([O:3][CH2:2][CH3:1])[cH:28][cH:27]1>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH:8]=[CH:9][C:10]([CH3:11])(/[CH:12]=[CH:13]/[c:14]2[cH:15][cH:16][c:17]([OH:18])[cH:19][cH:20]2)[CH2:21][CH2:22][CH:23]=[C:24]([CH3:25])[CH3:26])[cH:27][cH:28]1
2654,[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH2:6][C@@:7]([CH3:8])([CH:9]=[CH2:10])/[CH:17]=[CH:18]/[c:19]1[cH:20][cH:21][c:22]([OH:23])[cH:24][cH:25]1.I[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH2:6][C:7]([CH3:8])([CH:9]=[CH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)/[CH:17]=[CH:18]/[c:19]1[cH:20][cH:21][c:22]([OH:23])[cH:24][cH:25]1
2655,[CH2:21]=[CH:22][C:23](=[O:24])[OH:25].Br[c:13]1[cH:12][cH:11][c:10]2[n:9]([CH2:8][CH:5]([CH2:4][CH2:3][CH2:2][CH3:1])[CH2:6][CH3:7])[c:28]3[c:18]([c:17]2[cH:16]1)[cH:19][c:20]([CH:14]=[O:15])[cH:26][cH:27]3>>[CH3:1][CH2:2][CH2:3][CH2:4][CH:5]([CH2:6][CH3:7])[CH2:8][n:9]1[c:10]2[cH:11][cH:12][c:13]([CH:14]=[O:15])[cH:16][c:17]2[c:18]2[cH:19][c:20](/[CH:21]=[CH:22]/[C:23](=[O:24])[OH:25])[cH:26][cH:27][c:28]12
2656,Br[c:18]1[c:7]([CH2:6][O:5][CH2:4][CH2:3][CH:2]=[CH2:1])[cH:8][cH:9][c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][c:17]21>>[CH2:1]=[C:2]1[CH2:3][CH2:4][O:5][CH2:6][c:7]2[cH:8][cH:9][c:10]3[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][c:17]3[c:18]21
2657,Br[c:8]1[c:7]([CH2:6][O:5][CH2:4][CH2:3][CH:2]=[CH2:1])[c:16]2[c:11]([cH:10][cH:9]1)[cH:12][cH:13][cH:14][cH:15]2>>[CH3:1][C:2]1=[CH:3][CH2:4][O:5][CH2:6][c:7]2[c:8]1[cH:9][cH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]21
2658,[CH2:16]=[CH:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.C1CCN(/N=N/[c:15]2[c:10]([CH:5]([C:3]([O:2][CH3:1])=[O:4])[C:6](=[O:7])[O:8][CH3:9])[cH:11][cH:12][cH:13][cH:14]2)C1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]([C:6](=[O:7])[O:8][CH3:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1/[CH:16]=[CH:17]/[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1
2659,Br[c:22]1[cH:23][cH:24][c:25](-[c:26]2[cH:27][n:28][c:29]3[cH:30][cH:31][cH:32][cH:33][c:34]3[n:35]2)[cH:36][cH:37]1.[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16](=[O:17])[n:18]2[CH2:19][CH:20]=[CH2:21])[cH:38][cH:39]1>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16](=[O:17])[n:18]2[CH2:19]/[CH:20]=[CH:21]/[c:22]2[cH:23][cH:24][c:25](-[c:26]3[cH:27][n:28][c:29]4[cH:30][cH:31][cH:32][cH:33][c:34]4[n:35]3)[cH:36][cH:37]2)[cH:38][cH:39]1
2660,Br[c:22]1[cH:23][cH:24][c:25](-[c:26]2[cH:27][n:28][c:29]3[cH:30][cH:31][cH:32][cH:33][c:34]3[n:35]2)[cH:36][cH:37]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16](=[O:17])[n:18]2[CH2:19][CH:20]=[CH2:21])[cH:38]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16](=[O:17])[n:18]2[CH2:19]/[CH:20]=[CH:21]/[c:22]2[cH:23][cH:24][c:25](-[c:26]3[cH:27][n:28][c:29]4[cH:30][cH:31][cH:32][cH:33][c:34]4[n:35]3)[cH:36][cH:37]2)[cH:38]1
2661,Br[c:23]1[cH:24][cH:25][c:26](-[c:27]2[cH:28][n:29][c:30]3[cH:31][cH:32][cH:33][cH:34][c:35]3[n:36]2)[cH:37][cH:38]1.[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[n:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([Cl:15])[cH:16][c:17]2[Cl:18])[n:19]1[CH2:20][CH:21]=[CH2:22]>>[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[n:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([Cl:15])[cH:16][c:17]2[Cl:18])[n:19]1[CH2:20]/[CH:21]=[CH:22]/[c:23]1[cH:24][cH:25][c:26](-[c:27]2[cH:28][n:29][c:30]3[cH:31][cH:32][cH:33][cH:34][c:35]3[n:36]2)[cH:37][cH:38]1
2662,Br[c:21]1[cH:22][cH:23][c:24](-[c:25]2[cH:26][n:27][c:28]3[cH:29][cH:30][cH:31][cH:32][c:33]3[n:34]2)[cH:35][cH:36]1.[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[n:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[n:17]1[CH2:18][CH:19]=[CH2:20]>>[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[n:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[n:17]1[CH2:18]/[CH:19]=[CH:20]/[c:21]1[cH:22][cH:23][c:24](-[c:25]2[cH:26][n:27][c:28]3[cH:29][cH:30][cH:31][cH:32][c:33]3[n:34]2)[cH:35][cH:36]1
